City,Locality,Property_Type,RERA_Approved,BHK,Bathrooms,Balconies,Floor,Age_of_Property_years,Ready_to_Move,Furnishing,Parking,Facing,Gated_Community,Lift_Available,Water_Supply,Security_Guard,Gym,Swimming_Pool,Power_Backup,Clubhouse,Play_Area,Near_School_km,Near_Hospital_km,Near_Metro_km,Near_Market_km,Monthly_Maintenance,EMI_Per_Lakh,Interest_Rate,Resale,Property_Tax_Annual,Pollution_Index,Noise_Index,Crime_Rate,Internet_Availability,Public_Transport_Score,Flood_Zone,Earthquake_Zone,Civic_Amenities_Rating,Market_Demand_Rating,Rental_Yield_Percent,Carpet_Area_sqft,Total_Floors,Expected_Price_Lakhs
Delhi,Rohini,Independent House,No,1,2,2,12,18,No,Furnished,No,East,Yes,Yes,Both,Yes,No,No,Yes,Yes,Yes,2.85,2.63,2.25,1.42,2972,1138.47,6.74,No,22710,70.6,46.9,57.1,7.3,5.7,Yes,Yes,8.2,9.8,3.35,2142,14,836.05
Bengaluru,Indiranagar,Villa,No,1,1,2,2,13,No,Semi-Furnished,No,South,No,Yes,Corporation,Yes,No,Yes,Yes,No,No,2.74,5.09,2.73,0.84,1164,1174.63,8.65,Yes,14332,33.5,47.3,34.4,6.7,6.3,No,Yes,5.7,5.9,3.28,2191,7,223.86
Lucknow,Hazratganj,Villa,Yes,3,3,1,9,20,No,Semi-Furnished,Yes,West,Yes,Yes,Corporation,Yes,No,Yes,Yes,No,No,4.93,5.68,5.72,1.64,2389,1123.97,8.05,Yes,8347,40.2,55.0,42.1,9.5,6.7,Yes,Yes,7.4,6.6,3.76,773,15,46.37
Lucknow,Rajajipuram,Independent House,No,3,3,1,19,13,No,Unfurnished,No,East,Yes,Yes,Borewell,No,No,Yes,No,No,No,0.34,1.03,0.81,1.48,2509,1119.03,9.18,No,19608,88.7,57.3,10.8,8.2,6.2,Yes,No,9.2,6.3,2.66,551,29,25.39
Kolkata,Garia,Apartment,No,3,4,0,16,16,No,Furnished,No,South,Yes,Yes,Both,No,Yes,Yes,Yes,No,No,1.42,1.38,1.49,1.04,5784,704.12,8.57,Yes,10597,52.9,58.5,29.8,6.6,8.6,No,No,5.0,6.0,3.11,2166,18,193.21
Bengaluru,Indiranagar,Independent House,No,1,1,2,10,18,Yes,Unfurnished,No,East,No,Yes,Both,No,No,No,No,No,Yes,1.27,3.17,6.07,0.24,2485,742.44,7.87,Yes,3613,76.3,73.0,56.8,8.0,7.5,No,Yes,8.5,9.5,2.32,523,10,45.43
Hyderabad,Madhapur,Apartment,Yes,3,4,1,14,16,Yes,Semi-Furnished,Yes,East,No,No,Both,Yes,Yes,Yes,No,Yes,No,1.7,2.81,7.96,2.6,1829,717.1,9.33,No,8190,41.0,77.2,46.1,7.9,9.1,Yes,Yes,9.2,7.6,3.53,1523,15,170.05
Indore,Palasia,Apartment,No,1,2,0,17,20,Yes,Furnished,No,East,No,No,Both,Yes,Yes,No,No,Yes,Yes,3.05,3.54,6.65,2.26,3365,747.11,7.07,Yes,20876,47.1,76.9,14.8,7.0,7.0,Yes,Yes,7.8,7.7,3.6,477,23,30.53
Surat,Katargam,Independent House,No,3,4,1,4,7,No,Semi-Furnished,Yes,South,No,No,Corporation,No,No,Yes,No,No,No,3.37,3.72,7.91,0.44,4705,779.02,7.59,Yes,16887,88.0,60.6,58.0,9.8,8.7,Yes,Yes,8.6,5.6,3.46,923,11,42.15
Bengaluru,Indiranagar,Apartment,No,3,4,1,19,19,No,Unfurnished,Yes,North,No,Yes,Corporation,Yes,Yes,No,No,Yes,No,4.44,3.04,7.81,1.66,1876,766.88,9.46,Yes,18886,36.6,59.2,28.4,9.0,7.6,No,Yes,9.1,7.9,2.61,849,23,97.19
Surat,Adajan,Independent House,Yes,3,3,1,17,16,Yes,Furnished,Yes,North,No,No,Both,No,Yes,Yes,No,No,Yes,3.83,2.37,6.05,0.73,6107,1036.48,7.15,No,8813,81.4,76.2,17.2,6.8,8.6,No,Yes,6.5,9.8,4.04,2067,17,64.46
Chennai,Adyar,Apartment,Yes,4,5,0,4,22,Yes,Unfurnished,No,East,Yes,Yes,Borewell,No,No,Yes,Yes,No,Yes,4.68,2.93,5.66,1.36,4109,1073.79,6.68,Yes,18671,59.3,40.6,41.8,9.0,9.4,No,Yes,6.4,7.0,3.22,1446,9,133.15
Surat,Piplod,Apartment,No,4,4,0,17,15,No,Unfurnished,No,East,Yes,Yes,Corporation,No,Yes,Yes,No,Yes,No,0.2,3.56,2.56,2.5,7110,722.33,7.22,Yes,8550,45.9,47.8,55.5,8.2,8.8,No,Yes,9.8,7.3,2.84,1221,17,58.58
Chandigarh,Sector 17,Villa,No,2,2,0,2,14,Yes,Unfurnished,Yes,South,No,Yes,Borewell,No,No,No,Yes,Yes,No,1.95,5.58,7.16,2.76,7127,870.91,6.84,No,11473,77.4,61.2,24.9,9.4,8.2,No,Yes,5.7,9.5,3.98,561,4,46.58
Patna,Rajendra Nagar,Villa,No,4,4,0,5,22,No,Semi-Furnished,Yes,South,Yes,No,Corporation,Yes,No,No,No,Yes,Yes,0.64,5.02,5.75,2.23,5812,715.91,8.2,Yes,2382,46.2,61.2,32.4,6.6,9.5,Yes,No,5.3,6.7,2.38,1625,13,105.5
Patna,Kankarbagh,Apartment,Yes,2,3,0,8,12,Yes,Semi-Furnished,Yes,West,No,No,Corporation,Yes,Yes,No,No,Yes,Yes,1.24,3.34,7.76,2.96,2085,1195.04,7.81,Yes,13356,87.1,77.4,51.8,6.3,8.0,No,No,9.1,9.4,4.31,515,15,31.66
Pune,Baner,Independent House,No,1,2,1,1,2,No,Unfurnished,No,South,Yes,No,Borewell,Yes,No,Yes,Yes,Yes,Yes,4.9,1.03,2.56,2.41,4039,721.49,8.5,No,12844,85.6,74.0,46.9,8.9,6.1,No,No,7.0,5.7,4.15,1869,4,207.94
Kolkata,Garia,Independent House,No,4,4,1,7,8,No,Unfurnished,Yes,North,Yes,No,Corporation,Yes,No,No,No,Yes,No,1.69,1.85,5.89,1.52,3962,819.22,6.67,Yes,9743,59.9,75.6,26.5,8.7,6.9,No,No,9.2,8.3,3.13,817,8,41.51
Patna,Rajendra Nagar,Apartment,Yes,1,1,2,17,19,Yes,Furnished,No,North,Yes,No,Both,No,No,No,Yes,Yes,Yes,1.56,4.47,1.17,1.62,2121,757.88,7.5,No,5189,44.0,62.2,43.1,8.4,8.4,Yes,Yes,8.2,6.6,4.22,1270,27,52.35
Pune,Koregaon Park,Independent House,No,4,4,0,7,9,No,Unfurnished,Yes,South,No,Yes,Corporation,Yes,Yes,No,No,No,No,4.21,0.99,4.67,2.53,5139,779.13,6.95,No,19297,73.0,55.8,32.6,9.6,5.7,No,No,7.5,5.6,3.1,1741,13,125.46
Visakhapatnam,Gajuwaka,Independent House,No,2,3,1,2,5,No,Furnished,No,North,Yes,No,Corporation,Yes,Yes,No,No,Yes,Yes,4.57,3.51,5.17,2.7,4181,1140.97,7.39,No,23975,89.3,56.7,14.5,6.1,8.0,No,No,9.8,6.9,3.71,1045,8,62.25
Jaipur,Vaishali Nagar,Villa,No,4,5,1,18,10,No,Semi-Furnished,Yes,North,No,Yes,Both,Yes,Yes,No,Yes,No,Yes,1.66,5.7,7.85,0.84,7111,1140.05,8.47,No,6118,40.6,82.4,17.3,8.0,8.8,Yes,Yes,9.9,7.9,4.26,984,18,43.46
Jaipur,Vaishali Nagar,Villa,Yes,4,4,0,20,13,Yes,Unfurnished,Yes,North,No,Yes,Both,No,No,Yes,Yes,No,Yes,4.61,0.27,1.75,1.54,2084,809.11,6.63,Yes,12744,36.6,72.2,51.6,8.1,8.7,No,No,8.8,5.0,3.61,592,28,25.13
Kochi,Vyttila,Independent House,Yes,4,5,1,2,5,Yes,Unfurnished,No,North,No,No,Corporation,No,Yes,Yes,No,Yes,No,1.03,5.21,0.56,0.38,6281,1111.9,9.34,Yes,15798,87.9,50.7,20.4,8.2,9.4,No,No,8.5,7.3,2.47,427,5,17.19
Kolkata,New Alipore,Apartment,No,2,3,0,19,1,No,Unfurnished,Yes,North,Yes,No,Borewell,No,Yes,Yes,Yes,No,Yes,2.05,1.07,4.9,1.16,1172,904.39,7.5,Yes,12633,56.2,59.6,50.7,9.5,5.7,No,Yes,7.1,5.5,4.11,1072,23,63.84
Mumbai,Powai,Apartment,No,2,2,1,19,13,Yes,Unfurnished,No,West,Yes,Yes,Corporation,Yes,No,Yes,No,Yes,No,2.41,0.89,5.5,1.15,4218,981.87,7.17,Yes,19046,35.2,83.6,44.8,8.3,5.7,No,No,7.2,6.0,3.92,1955,27,1045.54
Indore,Rajendra Nagar,Villa,No,1,1,1,12,25,No,Furnished,Yes,East,No,No,Borewell,No,No,Yes,Yes,Yes,No,3.83,5.67,4.7,1.79,4919,1028.06,6.57,Yes,4769,77.0,62.4,21.0,6.1,9.5,Yes,No,9.8,7.0,2.09,1460,18,63.71
Indore,Palasia,Apartment,No,4,4,2,20,3,Yes,Semi-Furnished,No,North,Yes,No,Corporation,Yes,No,Yes,Yes,Yes,Yes,1.94,1.95,4.08,1.09,4784,862.69,7.83,Yes,20035,81.3,56.1,58.4,6.8,5.2,No,No,7.4,5.4,2.98,603,27,35.95
Kochi,Vyttila,Villa,Yes,2,2,1,7,13,No,Unfurnished,Yes,North,Yes,No,Borewell,No,Yes,Yes,No,No,No,0.1,3.61,2.98,2.16,5165,1137.82,8.24,Yes,23668,47.7,45.2,51.9,8.1,9.9,Yes,No,5.7,9.4,3.43,1702,7,109.7
Lucknow,Gomti Nagar,Villa,Yes,4,5,0,7,15,No,Unfurnished,Yes,North,Yes,No,Both,No,Yes,No,Yes,Yes,No,0.31,0.65,3.55,2.78,4710,803.49,8.22,Yes,22930,64.9,77.2,41.9,7.6,8.8,No,Yes,9.6,5.1,3.08,1214,10,68.0
Bengaluru,Hebbal,Apartment,No,3,3,0,10,7,Yes,Unfurnished,Yes,North,No,No,Borewell,Yes,Yes,No,Yes,Yes,Yes,2.25,3.46,1.96,2.67,7337,905.78,7.29,Yes,5246,67.9,68.3,16.3,7.0,7.9,Yes,Yes,7.3,9.6,3.07,979,19,88.63
Delhi,Saket,Villa,No,4,4,1,7,5,Yes,Semi-Furnished,No,East,Yes,No,Corporation,Yes,Yes,Yes,Yes,No,No,4.54,4.46,1.54,1.53,6199,1043.72,8.8,Yes,19834,84.6,75.5,24.3,9.7,8.7,No,No,9.1,7.4,3.71,806,16,108.09
Kochi,Edappally,Independent House,No,2,3,2,2,25,Yes,Unfurnished,No,East,No,No,Borewell,No,Yes,No,Yes,No,Yes,0.63,2.39,4.37,2.03,6499,1004.68,8.34,No,18268,30.1,54.0,50.3,7.7,6.7,Yes,No,6.3,9.9,2.19,1289,11,65.95
Kolkata,Dum Dum,Independent House,Yes,3,3,0,12,5,Yes,Furnished,No,West,Yes,Yes,Corporation,Yes,No,No,No,Yes,Yes,0.23,5.52,4.15,0.28,5250,1094.61,9.04,Yes,17660,80.9,75.6,23.4,6.6,7.3,Yes,No,8.8,6.2,3.67,1491,21,113.36
Hyderabad,Gachibowli,Apartment,Yes,3,4,2,7,14,No,Semi-Furnished,No,South,Yes,No,Corporation,Yes,No,No,Yes,Yes,Yes,2.19,2.42,7.53,2.26,6142,849.74,8.74,No,4149,64.4,81.1,43.9,8.2,6.5,Yes,Yes,10.0,8.7,3.71,734,7,86.12
Jaipur,Malviya Nagar,Independent House,Yes,4,5,1,2,10,No,Unfurnished,Yes,North,Yes,Yes,Both,No,No,Yes,Yes,No,Yes,4.29,4.86,6.09,1.91,7753,1183.08,7.11,Yes,4060,48.6,42.8,26.1,8.4,7.5,No,Yes,5.5,7.7,4.12,1988,2,127.21
Kolkata,Garia,Apartment,No,4,5,1,20,1,No,Semi-Furnished,No,West,Yes,No,Borewell,Yes,No,No,Yes,Yes,Yes,3.93,5.3,7.7,1.8,1705,706.48,6.8,Yes,8045,72.0,55.1,18.2,7.3,9.0,Yes,Yes,7.9,5.5,4.14,2059,24,134.51
Jaipur,Malviya Nagar,Apartment,Yes,3,3,0,9,5,No,Semi-Furnished,Yes,North,Yes,No,Corporation,Yes,Yes,No,Yes,Yes,No,2.56,1.63,0.57,0.65,5706,855.54,9.03,No,13252,54.1,61.7,19.1,6.3,5.5,Yes,No,7.8,6.6,4.2,1972,18,136.87
Patna,Bihta,Villa,No,4,5,0,6,7,No,Unfurnished,Yes,South,Yes,Yes,Corporation,No,No,Yes,Yes,Yes,No,3.33,5.47,1.21,0.52,4212,982.64,9.26,Yes,5481,30.2,75.6,23.2,7.8,8.0,No,No,8.0,5.3,3.73,998,7,58.84
Patna,Bihta,Independent House,Yes,1,2,1,6,14,No,Furnished,No,South,Yes,Yes,Borewell,No,Yes,No,Yes,Yes,No,4.79,3.57,3.94,0.49,4145,979.97,8.58,Yes,12243,86.0,79.8,11.9,9.0,6.6,No,Yes,5.4,7.5,4.42,440,13,16.3
Patna,Rajendra Nagar,Independent House,Yes,4,4,2,17,1,Yes,Furnished,No,South,Yes,Yes,Both,Yes,No,No,Yes,Yes,Yes,1.42,5.05,6.54,0.55,6491,1100.41,8.94,No,4915,39.8,42.0,46.2,7.2,7.8,No,Yes,5.6,5.7,2.94,1826,24,97.69
Mumbai,Dadar,Villa,Yes,3,3,1,16,6,Yes,Semi-Furnished,No,East,Yes,No,Corporation,Yes,Yes,Yes,No,Yes,No,2.56,2.66,4.06,1.29,4603,872.87,6.58,Yes,11185,42.9,54.9,53.0,6.3,7.5,No,No,6.5,9.8,4.2,1157,20,448.27
Chandigarh,Manimajra,Villa,No,3,3,2,1,13,No,Unfurnished,No,East,No,No,Both,No,No,Yes,No,Yes,Yes,0.75,4.06,3.55,2.12,6694,1190.88,6.69,Yes,8928,39.7,78.7,39.5,9.1,6.6,No,No,7.5,8.7,2.33,1360,9,98.71
Bengaluru,Jayanagar,Independent House,Yes,3,4,2,14,20,Yes,Semi-Furnished,No,West,Yes,Yes,Corporation,Yes,No,No,No,Yes,No,2.8,5.05,2.19,2.19,4764,889.39,6.72,Yes,12363,48.3,45.2,19.0,7.6,8.7,No,Yes,6.3,9.3,4.05,1237,14,118.29
Hyderabad,Gachibowli,Independent House,No,2,3,1,3,25,Yes,Unfurnished,Yes,West,No,Yes,Borewell,Yes,Yes,No,Yes,No,No,0.95,4.07,3.63,0.31,5221,1129.8,7.37,No,22348,87.5,50.7,53.3,8.1,5.4,Yes,No,9.4,8.1,4.12,1413,11,100.56
Kolkata,Rajarhat,Independent House,Yes,4,4,0,17,0,Yes,Semi-Furnished,No,East,No,Yes,Borewell,Yes,Yes,Yes,Yes,No,No,3.5,3.27,4.7,0.96,7754,1079.62,7.5,No,14310,73.3,58.3,27.5,7.1,9.9,Yes,No,9.0,7.0,3.33,406,24,34.84
Patna,Ashiana Nagar,Apartment,No,2,3,1,6,15,Yes,Furnished,No,East,Yes,Yes,Corporation,Yes,Yes,Yes,No,No,Yes,2.29,5.12,3.67,0.99,5268,1131.01,7.06,Yes,21943,42.1,58.4,33.4,9.4,8.7,No,No,8.5,9.6,3.86,2146,15,113.47
Kochi,Kaloor,Independent House,Yes,1,1,1,6,8,Yes,Semi-Furnished,No,North,No,Yes,Borewell,No,Yes,No,Yes,Yes,Yes,0.52,5.76,6.33,1.15,6371,1199.34,6.83,Yes,10056,85.7,44.9,30.1,9.2,6.5,No,Yes,8.0,8.6,2.09,1910,14,143.08
Patna,Kankarbagh,Apartment,No,1,2,0,16,21,No,Unfurnished,Yes,West,No,No,Borewell,Yes,No,Yes,No,Yes,Yes,3.12,3.96,7.99,0.96,5337,968.8,7.36,No,5014,54.5,79.0,18.7,6.6,7.1,Yes,Yes,8.8,7.0,3.63,603,24,23.14
Delhi,Janakpuri,Apartment,No,4,4,0,11,4,Yes,Furnished,Yes,East,Yes,Yes,Both,Yes,Yes,No,Yes,No,No,2.55,3.92,2.9,1.22,7287,797.85,8.48,No,17391,62.2,45.6,29.8,9.2,6.5,No,No,8.2,6.8,2.16,1468,14,321.22
Lucknow,Chinhat,Apartment,Yes,1,2,1,15,1,No,Unfurnished,No,East,No,Yes,Both,Yes,Yes,No,No,Yes,No,3.69,3.7,3.85,2.98,2970,776.85,8.32,Yes,3919,61.1,54.5,37.1,6.8,6.8,Yes,Yes,8.0,6.7,2.91,967,23,39.09
Chandigarh,Sector 35,Independent House,Yes,1,2,2,14,20,No,Furnished,No,South,Yes,No,Borewell,Yes,Yes,No,No,No,No,0.16,3.84,1.17,1.06,2994,726.94,7.27,Yes,7262,58.0,61.1,26.7,8.3,7.7,No,No,9.6,8.6,2.7,1355,16,117.8
Mumbai,Borivali,Independent House,Yes,4,5,0,10,13,No,Semi-Furnished,Yes,North,Yes,No,Borewell,No,No,Yes,Yes,No,Yes,0.98,2.77,4.61,2.26,2345,917.93,6.59,No,22422,68.1,53.7,32.5,6.7,9.5,Yes,Yes,9.6,9.2,2.37,982,16,417.92
Mumbai,Malad,Independent House,Yes,1,2,1,8,25,Yes,Semi-Furnished,Yes,South,Yes,No,Both,Yes,Yes,No,Yes,Yes,No,3.77,1.42,1.49,0.85,7986,810.8,7.57,No,14774,30.7,46.4,20.3,6.1,5.8,Yes,No,8.4,7.4,3.41,1669,11,539.14
Lucknow,Indira Nagar,Villa,Yes,1,2,0,3,5,No,Semi-Furnished,No,South,No,Yes,Corporation,No,Yes,Yes,No,Yes,No,3.44,0.27,3.35,2.54,4267,929.6,8.25,No,21651,33.7,59.0,23.5,9.2,9.1,Yes,No,8.0,8.7,2.2,1123,9,55.32
Bengaluru,Koramangala,Villa,Yes,1,1,2,18,7,No,Semi-Furnished,No,West,Yes,No,Corporation,No,Yes,Yes,No,No,No,0.34,2.93,5.17,0.63,4831,918.37,7.82,No,19355,59.2,63.6,22.2,9.9,8.4,No,No,8.1,5.4,2.02,1308,19,113.98
Pune,Kalyani Nagar,Independent House,No,3,4,2,14,11,Yes,Furnished,No,West,Yes,Yes,Corporation,No,Yes,No,Yes,Yes,No,3.53,2.72,4.22,2.04,5163,731.6,6.76,No,15247,87.1,42.8,35.0,6.4,7.1,Yes,No,7.8,5.0,3.12,2179,21,171.56
Visakhapatnam,Seethammadhara,Apartment,Yes,1,2,0,15,10,No,Unfurnished,No,South,No,No,Borewell,Yes,Yes,Yes,Yes,Yes,Yes,3.04,5.93,0.89,2.54,1966,1194.5,6.69,Yes,16870,49.9,61.3,26.7,8.4,7.7,Yes,No,8.4,7.6,2.42,573,24,31.26
Mumbai,Goregaon,Apartment,No,3,4,2,11,24,Yes,Semi-Furnished,Yes,East,Yes,Yes,Corporation,Yes,No,Yes,Yes,No,No,1.5,0.99,6.19,0.35,5700,884.56,6.59,No,21674,36.2,57.1,37.6,7.6,8.1,No,Yes,9.4,9.4,2.24,2193,17,790.59
Kolkata,New Alipore,Villa,No,4,4,1,20,6,No,Semi-Furnished,Yes,North,No,Yes,Both,No,No,No,Yes,Yes,Yes,4.24,3.11,4.07,1.81,2436,965.7,7.98,No,20723,86.8,44.6,11.0,9.3,7.2,No,Yes,6.1,6.7,2.27,586,23,33.06
Chandigarh,Sector 17,Independent House,Yes,2,2,1,18,3,Yes,Semi-Furnished,Yes,South,Yes,Yes,Both,No,No,Yes,No,Yes,Yes,1.63,5.62,5.61,2.9,3601,1008.39,6.78,No,18212,69.8,53.3,17.6,9.5,8.0,No,No,6.9,6.3,4.11,2180,19,159.66
Jaipur,Malviya Nagar,Villa,No,4,4,2,18,19,No,Furnished,No,West,No,Yes,Corporation,Yes,No,No,No,No,No,3.63,4.29,1.36,1.36,1136,1048.88,6.63,No,23599,55.2,63.3,42.1,6.1,5.5,No,No,6.7,6.4,4.35,1375,19,95.3
Ahmedabad,Navrangpura,Apartment,Yes,3,3,1,16,3,Yes,Semi-Furnished,Yes,North,Yes,Yes,Borewell,Yes,No,Yes,No,No,No,3.59,1.92,6.56,2.16,4148,776.96,8.04,Yes,17264,68.3,73.2,42.2,6.0,7.4,No,No,7.8,5.2,3.77,847,20,46.95
Ahmedabad,Satellite,Villa,No,3,3,2,2,6,Yes,Semi-Furnished,Yes,North,Yes,No,Borewell,Yes,Yes,No,Yes,Yes,Yes,1.84,3.3,1.23,2.2,4791,1130.14,9.13,No,17623,71.1,58.5,21.0,8.4,6.2,No,Yes,6.5,8.7,2.65,2018,9,100.8
Visakhapatnam,Dwaraka Nagar,Villa,Yes,1,1,1,11,16,No,Unfurnished,Yes,North,Yes,Yes,Both,No,Yes,Yes,No,No,Yes,4.88,0.97,2.96,1.77,2065,1087.56,6.79,No,12011,51.5,46.5,32.2,9.9,9.7,No,No,7.8,8.4,2.32,476,14,23.6
Indore,Vijay Nagar,Villa,No,3,3,2,19,11,Yes,Semi-Furnished,No,North,Yes,No,Both,No,No,Yes,No,No,Yes,0.83,0.81,4.24,2.82,6114,739.79,6.84,Yes,6235,41.3,56.2,56.0,8.3,8.6,No,No,6.6,8.6,2.4,592,23,38.8
Bengaluru,Indiranagar,Villa,No,4,4,2,18,2,No,Unfurnished,Yes,South,Yes,No,Corporation,Yes,No,No,No,Yes,No,2.12,3.18,6.38,2.82,7523,1039.64,9.48,Yes,23523,40.7,48.4,28.9,9.9,6.9,No,No,7.0,7.1,2.71,835,24,90.91
Indore,Rau,Apartment,Yes,2,2,2,20,13,Yes,Unfurnished,Yes,South,No,No,Borewell,Yes,Yes,Yes,No,No,Yes,4.2,2.18,4.09,2.81,5076,911.74,9.41,No,21686,62.0,40.8,50.5,9.2,9.9,Yes,No,9.8,8.1,3.79,726,26,30.77
Lucknow,Indira Nagar,Independent House,No,4,4,2,5,16,No,Furnished,Yes,North,Yes,Yes,Borewell,Yes,Yes,No,Yes,Yes,No,4.45,1.15,0.6,0.47,6843,956.29,8.03,No,14429,61.1,83.1,19.7,8.5,8.3,Yes,Yes,9.6,5.5,3.02,788,7,43.72
Indore,Palasia,Independent House,Yes,4,4,0,1,7,No,Unfurnished,No,East,No,No,Corporation,Yes,No,Yes,Yes,No,Yes,0.24,0.8,3.67,0.91,7153,700.94,9.5,Yes,15054,52.8,48.2,51.0,7.4,10.0,No,Yes,6.2,9.0,2.15,1377,4,77.19
Kolkata,Behala,Villa,No,3,4,0,15,22,Yes,Furnished,Yes,South,No,No,Borewell,No,No,No,Yes,No,Yes,0.72,1.0,1.99,0.82,5087,1175.23,6.73,Yes,15654,72.3,65.8,42.4,6.6,9.7,Yes,No,9.4,7.9,2.32,722,19,62.29
Lucknow,Gomti Nagar,Villa,Yes,1,2,2,7,23,Yes,Furnished,Yes,West,Yes,Yes,Both,Yes,No,No,No,No,Yes,3.28,2.14,3.9,0.27,2601,842.07,9.33,No,18556,68.1,63.4,17.5,7.1,6.0,Yes,No,7.9,8.1,2.77,1752,11,96.65
Chennai,Velachery,Villa,No,4,5,2,5,20,Yes,Furnished,Yes,West,Yes,Yes,Corporation,Yes,No,No,Yes,Yes,Yes,0.39,5.44,6.8,2.48,2165,1021.81,7.92,Yes,14633,82.0,68.0,23.7,8.2,8.8,No,Yes,6.4,7.6,4.22,1255,8,107.27
Patna,Ashiana Nagar,Independent House,No,1,2,1,12,4,No,Furnished,No,South,No,Yes,Both,No,No,No,Yes,No,Yes,1.88,1.92,3.57,1.79,6190,762.81,7.1,No,15598,44.6,56.8,42.7,6.9,7.8,No,No,6.8,7.3,3.37,1186,13,41.76
Kolkata,Dum Dum,Apartment,No,4,5,2,15,23,No,Unfurnished,Yes,West,Yes,Yes,Borewell,Yes,Yes,Yes,Yes,Yes,No,2.8,3.08,6.6,1.82,3890,991.03,8.73,No,23773,65.1,75.6,34.0,6.1,8.5,Yes,No,9.6,8.1,3.21,1140,22,76.03
Patna,Bihta,Independent House,No,1,1,0,18,7,No,Furnished,Yes,North,No,Yes,Both,Yes,No,Yes,No,Yes,Yes,1.92,1.37,4.4,0.25,5329,986.79,9.49,Yes,16833,36.5,43.2,31.6,9.9,8.1,No,No,9.6,6.3,4.17,1637,21,61.16
Patna,Boring Road,Apartment,No,4,4,1,8,21,No,Furnished,No,South,No,Yes,Both,No,No,Yes,No,No,No,0.3,3.56,1.36,0.4,4771,1064.24,7.52,Yes,6790,57.9,61.0,39.8,6.4,9.8,Yes,Yes,5.5,9.6,4.18,1680,14,103.28
Kolkata,Salt Lake,Independent House,Yes,3,4,1,18,14,No,Furnished,No,West,Yes,No,Borewell,Yes,Yes,Yes,No,No,No,1.79,5.31,2.53,0.59,7160,903.67,7.69,Yes,14789,64.2,55.1,15.9,7.7,6.0,Yes,Yes,9.0,5.4,2.67,1049,24,64.15
Chennai,Anna Nagar,Villa,No,1,2,2,12,25,Yes,Unfurnished,No,North,Yes,Yes,Both,Yes,Yes,No,Yes,Yes,No,4.13,3.13,3.95,1.52,5366,1093.44,7.74,Yes,19301,76.6,50.8,37.8,6.7,9.1,No,Yes,5.3,7.3,2.2,724,14,57.52
Lucknow,Hazratganj,Apartment,Yes,3,3,2,8,19,No,Furnished,No,North,Yes,Yes,Corporation,Yes,No,Yes,Yes,No,Yes,4.05,5.82,7.89,0.7,3284,835.51,6.53,Yes,4004,40.2,45.8,33.3,7.6,9.8,No,Yes,9.4,6.6,2.8,1294,15,73.48
Kolkata,Behala,Independent House,Yes,1,1,0,19,12,Yes,Furnished,Yes,North,Yes,No,Borewell,Yes,Yes,Yes,No,Yes,Yes,4.02,4.58,5.03,2.87,4944,919.42,8.18,Yes,16941,49.5,46.9,45.7,7.9,8.9,No,Yes,9.2,6.2,2.69,1268,20,106.38
Ahmedabad,Thaltej,Apartment,No,2,2,0,18,17,No,Furnished,No,West,Yes,Yes,Corporation,Yes,Yes,No,Yes,No,No,1.2,1.64,4.64,1.83,5804,908.22,8.18,No,7456,54.3,59.6,25.9,8.8,8.6,Yes,No,6.4,6.5,2.82,2109,20,122.19
Delhi,Rohini,Villa,Yes,3,4,2,6,25,Yes,Unfurnished,No,East,No,Yes,Corporation,No,No,No,No,No,No,0.57,4.8,4.41,1.5,6762,1076.72,8.72,No,23791,30.6,48.1,44.3,7.3,6.6,No,No,9.5,8.9,2.99,1860,7,825.29
Kochi,Edappally,Villa,No,2,2,1,15,14,Yes,Furnished,Yes,North,No,No,Corporation,No,Yes,Yes,No,No,Yes,0.67,5.14,4.17,0.2,1676,1167.22,7.93,Yes,20220,35.9,64.4,10.6,6.1,8.8,Yes,No,6.6,9.5,4.29,1386,25,74.04
Kochi,Panampilly Nagar,Villa,No,2,2,0,4,19,Yes,Unfurnished,No,South,No,Yes,Corporation,No,No,Yes,Yes,No,Yes,3.68,5.39,3.25,0.98,2570,788.17,9.36,Yes,3903,55.3,60.7,46.1,6.3,9.0,No,No,7.7,7.1,3.44,1773,13,122.41
Hyderabad,Hitech City,Apartment,Yes,1,1,2,16,24,Yes,Furnished,Yes,West,No,No,Borewell,No,No,No,Yes,Yes,No,0.13,5.04,3.43,1.0,5817,1034.66,9.41,Yes,17569,64.8,53.5,18.6,9.6,9.1,Yes,No,5.1,9.3,4.33,1289,25,100.0
Indore,Rau,Apartment,No,1,1,2,4,9,No,Semi-Furnished,No,East,No,Yes,Borewell,No,Yes,No,Yes,Yes,No,3.85,4.23,4.91,0.36,1173,736.41,7.72,Yes,15313,63.9,42.3,26.8,8.0,5.4,No,Yes,5.3,9.6,2.29,1764,6,75.25
Ahmedabad,Navrangpura,Apartment,Yes,1,1,0,5,8,No,Furnished,No,West,No,No,Borewell,No,Yes,No,No,Yes,No,3.31,2.2,4.75,2.61,5832,997.51,9.38,Yes,16244,52.5,60.2,22.0,6.5,9.1,No,Yes,8.8,7.1,3.53,837,14,37.68
